Sample	Cohort	Fragment Name	Intensity	Metabolite Name
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Citrate 192/111	222507.2	Citrate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Citrate 192/112	655298.4	Citrate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Citrate 193/112	129727.2	Citrate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Citrate 193/113	192599.8	Citrate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Citrate 194/113	15677	Citrate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Citrate 194/114	10775.6	Citrate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Citrate 195/114	1772.8	Citrate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Citrate 195/115	3020.4	Citrate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Citrate 196/115	1807	Citrate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Citrate 196/116	1597	Citrate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Citrate 197/116	1497	Citrate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Glutamate 146/41	7094.6	Glutamate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Glutamate 147/41	2094	Glutamate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Glutamate 147/42	2271.6	Glutamate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Glutamate 148/41	10906.4	Glutamate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Glutamate 148/42	1238.8	Glutamate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Glutamate 148/43	1358	Glutamate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Glutamate 149/41	1356	Glutamate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Glutamate 149/42	1085	Glutamate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Glutamate 149/43	1446.6	Glutamate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Glutamate 150/42	2151.2	Glutamate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Glutamate 150/43	1836	Glutamate
Experimental Sample (S131)	M.  G9 13C-Gln BCH 60min	Glutamate 151/43	1336.6	Glutamate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Citrate 191/111	1186176.6	Citrate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Citrate 192/111	248775.2	Citrate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Citrate 192/112	732176.6	Citrate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Citrate 193/112	148470.6	Citrate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Citrate 193/113	173664.8	Citrate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Citrate 194/113	8868.8	Citrate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Citrate 194/114	13772.6	Citrate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Citrate 195/114	1294	Citrate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Citrate 195/115	2823.2	Citrate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Citrate 196/115	1793	Citrate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Citrate 196/116	1952	Citrate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Citrate 197/116	1057	Citrate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Glutamate 146/41	5539.6	Glutamate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Glutamate 147/41	2797.4	Glutamate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Glutamate 147/42	1785.6	Glutamate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Glutamate 148/41	11489.8	Glutamate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Glutamate 148/42	1554	Glutamate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Glutamate 148/43	1428	Glutamate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Glutamate 149/41	1914.6	Glutamate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Glutamate 149/42	1626.6	Glutamate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Glutamate 149/43	1367.8	Glutamate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Glutamate 150/42	1416	Glutamate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Glutamate 150/43	1497	Glutamate
Experimental Sample (S132)	N.  G9 13C-Gln BCH 120min	Glutamate 151/43	1321	Glutamate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Citrate 191/111	1596265.4	Citrate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Citrate 192/111	335419.8	Citrate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Citrate 192/112	990006.2	Citrate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Citrate 193/112	189074.4	Citrate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Citrate 193/113	222847	Citrate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Citrate 194/113	14218.8	Citrate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Citrate 194/114	10488.6	Citrate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Citrate 195/114	1812	Citrate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Citrate 195/115	2262.6	Citrate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Citrate 196/115	1093	Citrate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Citrate 196/116	1040	Citrate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Citrate 197/116	1658	Citrate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Glutamate 146/41	5764.8	Glutamate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Glutamate 147/41	4047.2	Glutamate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Glutamate 147/42	1661.8	Glutamate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Glutamate 148/41	10494.6	Glutamate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Glutamate 148/42	2109.2	Glutamate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Glutamate 148/43	2106.4	Glutamate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Glutamate 149/41	1545.6	Glutamate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Glutamate 149/42	2126.6	Glutamate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Glutamate 149/43	1969	Glutamate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Glutamate 150/42	1170.6	Glutamate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Glutamate 150/43	1692	Glutamate
Experimental Sample (S133)	O.  G9 13C-Gln BCH 240min	Glutamate 151/43	1986	Glutamate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Citrate 191/111	823074.8	Citrate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Citrate 192/111	38512.6	Citrate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Citrate 192/112	147884.4	Citrate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Citrate 193/112	589178	Citrate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Citrate 193/113	622123.2	Citrate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Citrate 194/113	146274	Citrate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Citrate 194/114	157196	Citrate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Citrate 195/114	302031.4	Citrate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Citrate 195/115	140539.2	Citrate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Citrate 196/115	293183.6	Citrate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Citrate 196/116	94972.4	Citrate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Citrate 197/116	90812.6	Citrate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Glutamate 146/41	12144.6	Glutamate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Glutamate 147/41	1928.6	Glutamate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Glutamate 147/42	2592.4	Glutamate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Glutamate 148/41	2101.8	Glutamate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Glutamate 148/42	1528.6	Glutamate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Glutamate 148/43	4388.6	Glutamate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Glutamate 149/41	1541.4	Glutamate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Glutamate 149/42	1683.2	Glutamate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Glutamate 149/43	1833.4	Glutamate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Glutamate 150/42	1214	Glutamate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Glutamate 150/43	2637.2	Glutamate
Experimental Sample (S134)	P.  G9 13C-Glc BCH 240min	Glutamate 151/43	2609.8	Glutamate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Citrate 191/111	3576749.48	Citrate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Citrate 192/111	48878.4	Citrate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Citrate 192/112	224599	Citrate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Citrate 193/112	3396.8	Citrate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Citrate 193/113	29938.6	Citrate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Citrate 194/113	1249	Citrate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Citrate 194/114	2071.8	Citrate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Citrate 195/114	1220	Citrate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Citrate 195/115	1654	Citrate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Citrate 196/115	1510	Citrate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Citrate 196/116	1662	Citrate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Citrate 197/116	1032	Citrate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Glutamate 146/41	15307.2	Glutamate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Glutamate 147/41	1867.6	Glutamate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Glutamate 147/42	2731.8	Glutamate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Glutamate 148/41	1680	Glutamate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Glutamate 148/42	1049	Glutamate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Glutamate 148/43	1342.2	Glutamate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Glutamate 149/41	1055	Glutamate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Glutamate 149/42	1436	Glutamate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Glutamate 149/43	1857	Glutamate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Glutamate 150/42	1982	Glutamate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Glutamate 150/43	1985	Glutamate
Experimental Sample (S135)	A.  G9 13C-Gln 0min	Glutamate 151/43	1483	Glutamate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Citrate 191/111	4480235.828	Citrate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Citrate 192/111	55887.8	Citrate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Citrate 192/112	256917.2	Citrate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Citrate 193/112	8866.2	Citrate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Citrate 193/113	37069.8	Citrate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Citrate 194/113	2124.2	Citrate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Citrate 194/114	3518	Citrate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Citrate 195/114	1778.4	Citrate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Citrate 195/115	1864	Citrate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Citrate 196/115	1835	Citrate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Citrate 196/116	1756	Citrate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Citrate 197/116	1455	Citrate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Glutamate 146/41	14742.8	Glutamate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Glutamate 147/41	2201	Glutamate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Glutamate 147/42	1578.2	Glutamate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Glutamate 148/41	1559.2	Glutamate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Glutamate 148/42	1608	Glutamate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Glutamate 148/43	1970	Glutamate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Glutamate 149/41	1398	Glutamate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Glutamate 149/42	1553.2	Glutamate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Glutamate 149/43	1410	Glutamate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Glutamate 150/42	1212	Glutamate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Glutamate 150/43	1444	Glutamate
Experimental Sample (S136)	B.  G9 13C-Gln 5min	Glutamate 151/43	1115	Glutamate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Citrate 191/111	4036705.976	Citrate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Citrate 192/111	75775.8	Citrate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Citrate 192/112	281548.4	Citrate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Citrate 193/112	19707.8	Citrate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Citrate 193/113	41620.2	Citrate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Citrate 194/113	2532.2	Citrate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Citrate 194/114	3676.4	Citrate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Citrate 195/114	2890	Citrate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Citrate 195/115	2577.8	Citrate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Citrate 196/115	1781	Citrate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Citrate 196/116	1316	Citrate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Citrate 197/116	1856	Citrate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Glutamate 146/41	13077	Glutamate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Glutamate 147/41	2318.6	Glutamate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Glutamate 147/42	1814.2	Glutamate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Glutamate 148/41	2563.4	Glutamate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Glutamate 148/42	1447.2	Glutamate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Glutamate 148/43	1479	Glutamate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Glutamate 149/41	1605	Glutamate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Glutamate 149/42	1328.6	Glutamate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Glutamate 149/43	1513	Glutamate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Glutamate 150/42	1957	Glutamate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Glutamate 150/43	1066	Glutamate
Experimental Sample (S137)	C.  G9 13C-Gln 15min	Glutamate 151/43	1592	Glutamate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Citrate 191/111	3040971.336	Citrate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Citrate 192/111	122717	Citrate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Citrate 192/112	397271.2	Citrate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Citrate 193/112	55723.2	Citrate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Citrate 193/113	74261.4	Citrate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Citrate 194/113	6974.4	Citrate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Citrate 194/114	4782.4	Citrate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Citrate 195/114	1889	Citrate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Citrate 195/115	2906.6	Citrate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Citrate 196/115	1091	Citrate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Citrate 196/116	1735	Citrate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Citrate 197/116	1597	Citrate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Glutamate 146/41	12666.4	Glutamate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Glutamate 147/41	1787	Glutamate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Glutamate 147/42	1554	Glutamate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Glutamate 148/41	6715	Glutamate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Glutamate 148/42	1884	Glutamate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Glutamate 148/43	1996.8	Glutamate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Glutamate 149/41	1827	Glutamate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Glutamate 149/42	1695.2	Glutamate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Glutamate 149/43	1263	Glutamate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Glutamate 150/42	1348	Glutamate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Glutamate 150/43	1615	Glutamate
Experimental Sample (S138)	D.  G9 13C-Gln 30min	Glutamate 151/43	1950	Glutamate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Citrate 191/111	2561512.796	Citrate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Citrate 192/111	292234.4	Citrate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Citrate 192/112	827825.2	Citrate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Citrate 193/112	147480.6	Citrate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Citrate 193/113	176767.2	Citrate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Citrate 194/113	15781.6	Citrate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Citrate 194/114	6853.2	Citrate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Citrate 195/114	3574.4	Citrate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Citrate 195/115	2369.586577	Citrate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Citrate 196/115	2096.4	Citrate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Citrate 196/116	1975.8	Citrate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Citrate 197/116	1344	Citrate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Glutamate 146/41	7326.4	Glutamate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Glutamate 147/41	2340	Glutamate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Glutamate 147/42	1704.8	Glutamate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Glutamate 148/41	7546.6	Glutamate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Glutamate 148/42	1178.2	Glutamate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Glutamate 148/43	2143.2	Glutamate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Glutamate 149/41	1623.6	Glutamate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Glutamate 149/42	2288.2	Glutamate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Glutamate 149/43	1833	Glutamate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Glutamate 150/42	1469.6	Glutamate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Glutamate 150/43	1576	Glutamate
Experimental Sample (S139)	E.  G9 13C-Gln 60min	Glutamate 151/43	1643	Glutamate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Citrate 191/111	1749760.8	Citrate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Citrate 192/111	273020.2	Citrate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Citrate 192/112	872853.2	Citrate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Citrate 193/112	135579.2	Citrate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Citrate 193/113	225760.6	Citrate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Citrate 194/113	15749	Citrate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Citrate 194/114	14323.4	Citrate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Citrate 195/114	3572	Citrate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Citrate 195/115	2043.8	Citrate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Citrate 196/115	1862	Citrate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Citrate 196/116	1410	Citrate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Citrate 197/116	2109.4	Citrate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Glutamate 146/41	5602.2	Glutamate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Glutamate 147/41	2120.4	Glutamate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Glutamate 147/42	1723.2	Glutamate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Glutamate 148/41	8431.6	Glutamate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Glutamate 148/42	2346.2	Glutamate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Glutamate 148/43	1885.2	Glutamate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Glutamate 149/41	1889.8	Glutamate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Glutamate 149/42	1763.8	Glutamate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Glutamate 149/43	1944	Glutamate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Glutamate 150/42	1202.2	Glutamate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Glutamate 150/43	1386.6	Glutamate
Experimental Sample (S140)	F.  G9 13C-Gln 120min	Glutamate 151/43	1589.6	Glutamate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Citrate 191/111	2243975.896	Citrate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Citrate 192/111	377180	Citrate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Citrate 192/112	1103361.6	Citrate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Citrate 193/112	192982.6	Citrate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Citrate 193/113	229813.4	Citrate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Citrate 194/113	10520.2	Citrate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Citrate 194/114	24091.8	Citrate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Citrate 195/114	2929	Citrate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Citrate 195/115	1441.4	Citrate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Citrate 196/115	1192	Citrate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Citrate 196/116	1236	Citrate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Citrate 197/116	1130	Citrate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Glutamate 146/41	7310.4	Glutamate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Glutamate 147/41	3310.8	Glutamate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Glutamate 147/42	1780	Glutamate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Glutamate 148/41	11060	Glutamate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Glutamate 148/42	1724.2	Glutamate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Glutamate 148/43	1771.2	Glutamate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Glutamate 149/41	1184.6	Glutamate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Glutamate 149/42	1717	Glutamate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Glutamate 149/43	1094	Glutamate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Glutamate 150/42	1053	Glutamate
Experimental Sample (S141)	G.  G9 13C-Gln 240min	Glutamate 150/43	1599	Glutamate
